Id,SalePrice
1461,132820.0
1462,149000.0
1463,180000.0
1464,171570.0
1465,194640.0
1466,184550.0
1467,177170.0
1468,177080.0
1469,173759.0
1470,114050.0
1471,187085.0
1472,88549.3
1473,87899.3
1474,149750.0
1475,143816.5
1476,361438.3
1477,254736.0
1478,293202.2
1479,263455.6
1480,420330.9
1481,304450.0
1482,199255.0
1483,176540.7
1484,179005.0
1485,172950.0
1486,194740.0
1487,366315.1
1488,242086.3
1489,213666.0
1490,197480.0
1491,188514.0
1492,92026.9
1493,157140.0
1494,308150.0
1495,303074.8
1496,232247.8
1497,193630.0
1498,152900.0
1499,152820.0
1500,153259.9
1501,173493.3
1502,170540.0
1503,327160.0
1504,230690.0
1505,202633.7
1506,182915.0
1507,225812.4
1508,189430.0
1509,165620.0
1510,149765.0
1511,158300.0
1512,166860.0
1513,170695.5
1514,150270.0
1515,192940.0
1516,165750.0
1517,156950.0
1518,125096.4
1519,217050.0
1520,138850.0
1521,149400.0
1522,155680.0
1523,115507.6
1524,117130.8
1525,127590.0
1526,131030.0
1527,103900.0
1528,135145.0
1529,142140.0
1530,144540.0
1531,124120.0
1532,100550.0
1533,145400.0
1534,111920.0
1535,174740.0
1536,112090.0
1537,69700.0
1538,179290.0
1539,257543.5
1540,110450.0
1541,147210.0
1542,166740.0
1543,210683.7
1544,84140.0
1545,107690.0
1546,117570.0
1547,135793.4
1548,137893.4
1549,126620.0
1550,152000.0
1551,122250.0
1552,165690.0
1553,140150.0
1554,119007.5
1555,160420.0
1556,107540.0
1557,119850.0
1558,90690.0
1559,103550.0
1560,165730.0
1561,157220.0
1562,126375.0
1563,124665.0
1564,164923.7
1565,153920.0
1566,212537.2
1567,89500.0
1568,221650.0
1569,153900.0
1570,129475.0
1571,131675.0
1572,140952.5
1573,222368.6
1574,105316.4
1575,219150.0
1576,213390.0
1577,213228.0
1578,149790.0
1579,140865.0
1580,191380.0
1581,144260.0
1582,132570.0
1583,317267.8
1584,253480.0
1585,141200.0
1586,76300.0
1587,106147.6
1588,154285.0
1589,111665.8
1590,133100.0
1591,103620.0
1592,110860.8
1593,108877.6
1594,129935.8
1595,116200.0
1596,231918.6
1597,167580.0
1598,180996.5
1599,241500.0
1600,195050.0
1601,77900.0
1602,106729.3
1603,88507.6
1604,262907.7
1605,265823.0
1606,171480.0
1607,153940.0
1608,209636.0
1609,209712.1
1610,169063.2
1611,161480.0
1612,165170.0
1613,167908.5
1614,123625.0
1615,85500.0
1616,81000.0
1617,89200.0
1618,128475.0
1619,134505.0
1620,161150.0
1621,137370.0
1622,150645.0
1623,267350.0
1624,216400.0
1625,124328.3
1626,163175.0
1627,192900.0
1628,294383.7
1629,166320.0
1630,310260.1
1631,209830.0
1632,234562.8
1633,164050.0
1634,177750.0
1635,179620.0
1636,157387.5
1637,182080.0
1638,208040.0
1639,180550.0
1640,261787.0
1641,185580.0
1642,215000.0
1643,222996.5
1644,220990.0
1645,181370.0
1646,146650.0
1647,163393.5
1648,138660.0
1649,145430.0
1650,124925.0
1651,128175.0
1652,91349.3
1653,98040.0
1654,146600.0
1655,163740.0
1656,148400.0
1657,148750.0
1658,148950.0
1659,144750.0
1660,140800.0
1661,424889.3
1662,376296.1
1663,371892.2
1664,459192.0
1665,314105.4
1666,331366.7
1667,363283.8
1668,331544.9
1669,284132.4
1670,330249.9
1671,257490.0
1672,458344.4
1673,311897.7
1674,238746.3
1675,193389.0
1676,192628.2
1677,220796.0
1678,475780.1
1679,394818.7
1680,321616.1
1681,265085.4
1682,320026.5
1683,185799.0
1684,168878.5
1685,174490.0
1686,164633.0
1687,171125.0
1688,178752.5
1689,184904.0
1690,182153.5
1691,170960.0
1692,283558.7
1693,167840.0
1694,186250.0
1695,171750.0
1696,261980.0
1697,172300.0
1698,334683.6
1699,305150.0
1700,238250.0
1701,263600.0
1702,248695.0
1703,259313.0
1704,289477.9
1705,235295.0
1706,399697.4
1707,222235.0
1708,226280.0
1709,287026.0
1710,224894.0
1711,246580.0
1712,224828.9
1713,248619.6
1714,215067.5
1715,203360.0
1716,168418.5
1717,157684.0
1718,143867.5
1719,198880.0
1720,258262.8
1721,167570.0
1722,138651.2
1723,151533.7
1724,224810.0
1725,233930.0
1726,181790.0
1727,165970.0
1728,181910.0
1729,169860.0
1730,145645.3
1731,124890.0
1732,137253.3
1733,125228.3
1734,134750.0
1735,135150.0
1736,122270.0
1737,362650.0
1738,205365.0
1739,279475.0
1740,188780.4
1741,188380.0
1742,173443.3
1743,171210.0
1744,299050.0
1745,223040.0
1746,246610.0
1747,213530.0
1748,212440.0
1749,164280.0
1750,161200.0
1751,214250.0
1752,122680.0
1753,155450.0
1754,211950.0
1755,162090.0
1756,127025.0
1757,124190.0
1758,138845.0
1759,161300.0
1760,155315.0
1761,155300.0
1762,173950.0
1763,147100.0
1764,117825.0
1765,170620.0
1766,151450.0
1767,177030.0
1768,139800.0
1769,163304.0
1770,145030.0
1771,139695.0
1772,145875.0
1773,136150.0
1774,135646.9
1775,137207.5
1776,118358.3
1777,119980.0
1778,132740.0
1779,113910.0
1780,172953.5
1781,132400.0
1782,103230.0
1783,126883.9
1784,100840.0
1785,112890.0
1786,171700.0
1787,179308.0
1788,66749.3
1789,98990.0
1790,98780.0
1791,188140.0
1792,151650.0
1793,144775.0
1794,145700.0
1795,138845.0
1796,110090.0
1797,108038.3
1798,124890.0
1799,132440.0
1800,131340.0
1801,137020.0
1802,144060.0
1803,150650.0
1804,141209.0
1805,138520.0
1806,114585.0
1807,168682.4
1808,133510.0
1809,127100.0
1810,155900.0
1811,120820.0
1812,129100.0
1813,122160.0
1814,103750.0
1815,63391.1
1816,107040.0
1817,125600.0
1818,134715.3
1819,116957.5
1820,87030.0
1821,125180.0
1822,147510.0
1823,63388.6
1824,133470.0
1825,139780.0
1826,102130.0
1827,106770.0
1828,136413.4
1829,118695.0
1830,154000.0
1831,192235.0
1832,118600.0
1833,156940.0
1834,131932.5
1835,182430.0
1836,136290.0
1837,101540.0
1838,144143.4
1839,84290.0
1840,166495.9
1841,156000.0
1842,105190.0
1843,149240.0
1844,144890.0
1845,137680.0
1846,152515.0
1847,143370.0
1848,67669.3
1849,112675.0
1850,128517.5
1851,151900.0
1852,138920.0
1853,138940.0
1854,169430.0
1855,142450.0
1856,236088.9
1857,157240.0
1858,131733.4
1859,118239.4
1860,155802.2
1861,118239.4
1862,264140.0
1863,264140.0
1864,264140.0
1865,320619.3
1866,325003.0
1867,234543.0
1868,278107.7
1869,196899.0
1870,263080.0
1871,260060.8
1872,170369.0
1873,232919.9
1874,137325.0
1875,204790.0
1876,192360.0
1877,211840.0
1878,196365.0
1879,140125.0
1880,135371.0
1881,241577.5
1882,259621.3
1883,199852.5
1884,221601.0
1885,274590.0
1886,282652.4
1887,199399.0
1888,281070.2
1889,161049.6
1890,134473.7
1891,141950.0
1892,112260.0
1893,138050.0
1894,133400.0
1895,150875.0
1896,124045.0
1897,120850.0
1898,110870.0
1899,121530.0
1900,148530.0
1901,183400.0
1902,126410.9
1903,233640.0
1904,139250.0
1905,171020.0
1906,183230.0
1907,200500.0
1908,111050.0
1909,138100.0
1910,128150.0
1911,185090.0
1912,256930.0
1913,156450.0
1914,85490.0
1915,344557.7
1916,67412.2
1917,269445.9
1918,138895.0
1919,151400.0
1920,166690.0
1921,421144.7
1922,325080.2
1923,190010.0
1924,248512.8
1925,220390.0
1926,374070.9
1927,143320.0
1928,162945.0
1929,133720.0
1930,118823.3
1931,142860.0
1932,143573.3
1933,187030.0
1934,175590.0
1935,175473.2
1936,192500.0
1937,176890.0
1938,170243.2
1939,241352.8
1940,195880.0
1941,186697.0
1942,188350.0
1943,191080.0
1944,327073.6
1945,377585.2
1946,166945.0
1947,299420.0
1948,184967.0
1949,238600.0
1950,174700.0
1951,267668.6
1952,230007.8
1953,165900.0
1954,218640.0
1955,129500.0
1956,289903.0
1957,165070.0
1958,291556.8
1959,153095.3
1960,106932.1
1961,120400.0
1962,100080.0
1963,99380.0
1964,112090.0
1965,139285.8
1966,159880.0
1967,308618.5
1968,427624.8
1969,396725.1
1970,392385.4
1971,399170.0
1972,346390.2
1973,268540.0
1974,310724.4
1975,453663.6
1976,282640.0
1977,411575.0
1978,351564.3
1979,324179.2
1980,194491.5
1981,335947.0
1982,252261.3
1983,200101.3
1984,165585.2
1985,196590.0
1986,209130.0
1987,189398.5
1988,176899.0
1989,181950.0
1990,215640.0
1991,221353.0
1992,207320.0
1993,172245.0
1994,230640.0
1995,170848.5
1996,257600.0
1997,306577.8
1998,337548.8
1999,258280.0
2000,298833.8
2001,271879.0
2002,232375.0
2003,264300.0
2004,273060.1
2005,245016.3
2006,208335.6
2007,249960.0
2008,221554.0
2009,188260.0
2010,194604.0
2011,150530.0
2012,180542.0
2013,183340.0
2014,177010.0
2015,197766.5
2016,192130.0
2017,201620.0
2018,124450.0
2019,138120.0
2020,117760.0
2021,121690.0
2022,192440.0
2023,143943.2
2024,215080.0
2025,338052.9
2026,187664.1
2027,150149.9
2028,154440.0
2029,165470.0
2030,275265.6
2031,273735.6
2032,279930.0
2033,265875.6
2034,154240.0
2035,202370.0
2036,194443.5
2037,210893.5
2038,304417.2
2039,224090.0
2040,391422.5
2041,286854.3
2042,205250.0
2043,170030.0
2044,179252.0
2045,235200.0
2046,134350.0
2047,167190.0
2048,137090.0
2049,135380.0
2050,166310.0
2051,105430.0
2052,132375.0
2053,146830.0
2054,86460.0
2055,152590.0
2056,119300.0
2057,130120.0
2058,199390.0
2059,122805.0
2060,156700.0
2061,163280.0
2062,136182.5
2063,115245.0
2064,140752.5
2065,114775.0
2066,148670.0
2067,132790.0
2068,131500.5
2069,91615.0
2070,108790.0
2071,104090.0
2072,140460.0
2073,131288.3
2074,181595.0
2075,143430.0
2076,122800.0
2077,151700.0
2078,133290.0
2079,134500.0
2080,110530.0
2081,123570.0
2082,130600.0
2083,146660.0
2084,110470.0
2085,132175.0
2086,106962.6
2087,126980.0
2088,103950.0
2089,109280.0
2090,129175.0
2091,129400.0
2092,132016.4
2093,156183.4
2094,130510.2
2095,165090.0
2096,89290.0
2097,96130.0
2098,149040.0
2099,63491.1
2100,111796.4
2101,122900.0
2102,153457.5
2103,110235.0
2104,143600.0
2105,123645.0
2106,74030.0
2107,261297.0
2108,116720.0
2109,108311.6
2110,124788.0
2111,159050.0
2112,142450.0
2113,123345.0
2114,110275.0
2115,153495.0
2116,117280.0
2117,132295.3
2118,126090.0
2119,113635.0
2120,115890.0
2121,125293.8
2122,101920.0
2123,89935.0
2124,203200.0
2125,145865.3
2126,158050.0
2127,154480.0
2128,133050.0
2129,105267.6
2130,161233.4
2131,167110.0
2132,121226.4
2133,115630.0
2134,104547.6
2135,104570.0
2136,76817.6
2137,122400.0
2138,135665.0
2139,159680.0
2140,135900.0
2141,145190.0
2142,141445.0
2143,140990.0
2144,109100.0
2145,136500.0
2146,169910.0
2147,158800.0
2148,129330.0
2149,138830.0
2150,223550.0
2151,133539.0
2152,153520.0
2153,170500.0
2154,119071.0
2155,129045.0
2156,221890.0
2157,240537.0
2158,239150.0
2159,232240.0
2160,169863.4
2161,249611.0
2162,413016.4
2163,344164.2
2164,257100.0
2165,181240.0
2166,144500.0
2167,202915.0
2168,204975.0
